time,sample,raw,baseline,highpass,filtered,centered,detected_event,detector_state,current_lane,score,streak,lives,filter_type,baseline_alpha,smoothing_alpha,moving_average_window,threshold_multiplier,refractory_ms
0.012269291997654364,1,35726,33093.20298799423,2632.7970120057726,669.3088195338545,865.0370118410993,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,1.0,350
0.02357295800175052,2,36401,33109.74197305425,3291.2580269457467,1193.6986610162328,1389.4268533234776,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,1.0,350
0.06390158299473114,3,34812,33118.25326318898,1693.7467368110229,1293.7082761751908,1489.4364684824357,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,1.0,350
0.07628349999140482,4,34574,33125.53199687303,1448.4680031269672,1324.6602215655462,1520.388413872791,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,1.0,350
0.11661145799735095,5,33303,33126.41933688867,176.58066311133007,1095.044309874703,1290.7725021819479,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,1.0,350
0.128822582992143,6,33085,33126.21224020423,-41.2122402042296,867.7929998589165,1063.5211921661612,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,1.0,350
0.1695003749919124,7,32926,33125.21117900321,-199.21117900320678,654.3921640864919,850.1203563937368,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,1.0,350
0.1804082919989014,8,33085,33125.01012310819,-40.01012310819351,515.5117066475548,711.2398989547996,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,1.0,350
0.22058833300252445,9,33085,33124.810072492655,-39.81007249265531,404.4473508195128,600.1755431267577,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,1.0,350
0.23181883299548645,10,32767,33123.02102213019,-356.0210221301895,252.35367622957233,448.0818685368172,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,1.0,350
0.2721219169907272,11,32330,33119.05591701954,-789.0559170195411,44.071757579749686,239.79994988699454,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,1.0,350
0.2833896249940153,12,33303,33119.97563743444,183.02436256555666,71.86227857691108,267.59047088415593,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,1.0,350
0.3252878749917727,13,33224,33120.49575924727,103.50424075272895,78.19067101207465,273.9188633193195,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,1.0,350
0.33716241699585225,14,33601,33122.89828045103,478.1017195489694,158.1728807194536,353.90107302669844,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,1.0,350
0.37756274999992456,15,33919,33126.87878904877,792.1212109512271,284.96254676580827,480.6907390730531,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,1.0,350
0.38873270800104365,16,33442,33128.45439510353,313.54560489646974,290.6791583919406,486.40735069918543,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,1.0,350
0.4294154579984024,17,33184,33128.73212312801,55.267876871992485,243.59690208795095,439.32509439519583,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,1.0,350
0.4388808749936288,18,33442,33130.298462512364,311.7015374876355,257.2178291678879,452.94602147513274,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,1.0,350
0.48109599998861086,19,33363,33131.4619701998,231.53802980019827,252.08186929434996,447.81006160159484,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,1.0,350
0.4915795419947244,20,32846,33130.03466034881,-284.03466034880694,144.85856336571862,340.5867556729635,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,1.0,350
0.5324080829886952,21,33303,33130.89948704706,172.1005129529367,150.30695328316224,346.03514559040707,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,1.0,350
0.5446281249896856,22,33402,33132.25498961183,269.74501038817107,174.194564704164,369.92275701140886,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,1.0,350
