time,sample,raw,baseline,highpass,filtered,centered,detected_event,detector_state,current_lane,score,streak,lives,filter_type,baseline_alpha,smoothing_alpha,moving_average_window,threshold_multiplier,refractory_ms
0.03396158399118576,1,33164,33116.19160139779,47.80839860221022,374.79927798053234,947.8448267516075,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.04401658399729058,2,32707,33114.1456433908,-407.14564339080243,218.4102937062654,791.4558424773405,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.08612929200171493,3,32032,33108.73491517385,-1076.7349151738526,-40.61874806975814,532.426800701317,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.09705262500210665,4,31377,33100.076240597984,-1723.076240597984,-377.11024657540327,195.93530219567185,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.13765283398970496,5,30741,33088.280859394996,-2347.280859394996,-771.1443691393217,-198.0988203682466,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.14970149999135174,6,31873,33082.20445509802,-1209.2044550980208,-858.7563863310615,-285.71083755998643,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.19009045900020283,7,31198,33072.78343282253,-1874.783432822529,-1061.961795629355,-488.9162468582799,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.20063549999031238,8,31853,33066.68451565842,-1213.6845156584168,-1092.3063396351674,-519.2607908640923,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.2432040839921683,9,31814,33060.42109308013,-1246.4210930801273,-1123.1292903241595,-550.0837415530843,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.25345204200129956,10,32290,33056.56898761472,-766.5689876147226,-1051.817229782272,-478.77168101119696,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.29598787499708124,11,31873,33050.651142676645,-1177.6511426766447,-1076.9840123611466,-503.9384635900715,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.30525145899446215,12,31436,33042.57788696326,-1606.5778869632632,-1182.90278728157,-609.8572385104949,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.3464634169940837,13,30563,33030.17999752845,-2467.179997528452,-1439.7582293309463,-866.7126805598712,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.3564541669911705,14,30821,33019.13409754081,-2198.1340975408093,-1591.4334029729189,-1018.3878542018438,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.3977653749898309,15,30861,33008.34342705311,-2147.343427053107,-1702.6154077889564,-1129.5698590178813,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.40869479200046044,16,30245,32994.52670991784,-2749.526709917838,-1911.9976682147328,-1338.9521194436577,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.4498038750025444,17,30225,32980.67907636825,-2755.679076368251,-2080.7339498454367,-1507.6884010743615,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.4623641669895733,18,30245,32967.000680986406,-2722.000680986406,-2208.9872960736307,-1635.9417473025555,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.5024741669913055,19,31615,32960.240677581474,-1345.2406775814743,-2036.2379723751992,-1463.192423604124,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.5128089999925578,20,32112,32955.999474193566,-843.9994741935661,-1797.7902727388728,-1224.7447239677977,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.5535855420021107,21,33085,32956.6444768226,128.35552317740076,-1412.5611135556182,-839.5155647845431,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.5642299589962931,22,32549,32954.60625443849,-405.6062544384913,-1211.1701417321929,-638.1245929611177,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.6050297089968808,23,31377,32946.7182231663,-1569.7182231663028,-1282.8797580190148,-709.8342092479397,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.6173168340028496,24,31377,32938.869632050475,-1561.869632050475,-1338.677732825307,-765.6321840542319,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.6578960420010844,25,32509,32936.72028389022,-427.7202838902231,-1156.48624303829,-583.4406942672149,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.6701971669972409,26,32509,32934.58168247077,-425.58168247077265,-1010.3053309247866,-437.2597821537115,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.7107087089971174,27,31953,32929.67377405842,-976.6737740584213,-1003.5790195515135,-430.5334707804384,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.7227092090033693,28,32290,32926.475405188125,-636.4754051881246,-930.1582966788358,-357.11274790776065,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.7633717089920538,29,33144,32927.563028162185,216.43697183781478,-700.8392429755057,-127.79369420443061,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.7734234999952605,30,33184,32928.84521302138,255.15478697862272,-509.6404369846801,63.405111786395025,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.8149812499905238,31,34773,32938.06598695627,1834.9340130437267,-40.72554697899881,532.3200017920763,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.8250225419906201,32,34137,32944.06065702149,1192.9393429785123,206.00743101250336,779.0529797835785,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.8682377919903956,33,35230,32955.49035373638,2274.509646263621,619.7078740627269,1192.753422833802,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.8801133340020897,34,34971,32965.5679019677,2005.4320980323027,896.852718856642,1469.8982676277171,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.9209081250010058,35,34157,32971.52506245786,1185.474937542138,954.5771625937411,1527.6227113648163,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.9326187089900486,36,34018,32976.75743714557,1041.2425628544297,971.910242645879,1544.955791416954,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.9738050000014482,37,33045,32977.098649959844,67.9013500401561,791.1084641247344,1364.1540128958095,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
0.9853662919922499,38,33402,32979.223156710046,422.77684328995383,717.4421399577783,1290.4876887288533,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
1.0247099999978673,39,34137,32985.01204092649,1151.9879590735072,804.351303780924,1377.396852551999,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
1.03623733400309,40,34038,32990.276980721865,1047.7230192781353,853.0256468803664,1426.0711956514415,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
1.0776409999962198,41,32549,32988.07059581826,-439.0705958182589,594.6063983406414,1167.6519471117165,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
1.0895533750008326,42,32946,32987.86024283917,-41.86024283916777,467.3130701046796,1040.3586188757547,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
1.131223249991308,43,32310,32984.470941624975,-674.4709416249752,238.95626775874865,812.0018165298238,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
1.1410853749985108,44,31734,32978.218586916846,-1244.218586916846,-57.67870317637022,515.366845594705,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
1.1826943749911152,45,31893,32972.792493982255,-1079.792493982255,-262.10146133754716,310.94408743352795,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
1.193833541998174,46,32787,32971.86353151234,-184.86353151233925,-246.65387537250558,326.39167339856954,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
1.2350387499900535,47,33601,32975.00921385478,625.990786145223,-72.12494306895991,500.9206057021152,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
1.2444850000028964,48,33303,32976.6491677855,326.35083221449895,7.570211987731852,580.615760758807,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
1.2877931669936515,49,33085,32977.190921946574,107.80907805342576,27.61798520087063,600.6635339719458,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
1.2972399999998743,50,33641,32980.509967336846,660.4900326631541,154.1923946933273,727.2379434644024,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
1.3386278339894488,51,33244,32981.827417500164,262.1725824998357,175.78843225462896,748.8339810257041,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
1.3498043339932337,52,32866,32981.24828041266,-115.24828041266301,117.58108972117058,690.6266384922457,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
1.3909346250002272,53,32290,32977.792039010594,-687.7920390105937,-43.49353602518225,529.5520127458929,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
1.4025067499896977,54,31853,32972.16807881554,-1119.1680788155427,-258.6284445832543,314.4171041878208,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
1.4422998340014601,55,32926,32971.937238421466,-45.937238421465736,-216.0902033508966,356.95534542017856,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
1.454113416999462,56,34733,32980.742552229356,1752.257447770644,177.57932687341145,750.6248756444866,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
1.4950681249902118,57,38784,33009.75883946821,5774.24116053179,1296.9116936050868,1869.957242376162,,ready,1,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
1.505181749991607,58,40174,33045.58004527087,7128.419954729128,2463.213345829895,3036.25889460097,left,locked,0,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
1.5475761669949861,59,36183,33061.26714504452,3121.7328549554804,2594.917247655012,3167.962796426087,,locked,0,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
1.5589295419922564,60,35011,33071.015809319295,1939.984190680705,2463.9306362601505,3036.9761850312257,,locked,0,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
1.5989159589953488,61,31774,33064.5307302727,-1290.5307302727015,1713.0383629535804,2286.0839117246555,,locked,0,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
1.6088404589972924,62,32032,33059.368076621344,-1027.3680766213438,1164.9570750385958,1738.002623809671,,locked,0,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
1.6502192499901867,63,32112,33054.63123623824,-942.6312362382378,743.4394127832293,1316.4849615543044,,locked,0,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
1.661693916990771,64,32290,33050.808080057046,-760.808080057046,442.5899142151743,1015.6354629862494,,locked,0,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
1.7035432089905953,65,32310,33047.10403965676,-737.1040396567623,206.65112344078705,779.6966722118622,,locked,0,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
1.7128780839993851,66,31814,33040.938519458476,-1226.9385194584756,-80.06680513906542,492.9787436320097,,locked,0,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
1.7538459999923361,67,31476,33033.11382686118,-1557.113826861183,-375.4762094834889,197.56933928758622,,locked,0,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
1.7668626249942463,68,31119,33023.54325772688,-1904.5432577268803,-681.2896191321671,-108.24407036109199,,locked,0,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
1.8066469170007622,69,30880,33012.825541438244,-2132.825541438244,-971.5968035933824,-398.5512548223073,,locked,0,0,0,8,EMA Smooth,0.995,0.8,8,0.8,350
