time,event_type,lane_before,lane_after,obstacle_lane,score,streak,lives,details
1.505181749991607,eog_left,1,0,,0,0,8,centered_signal=3036.259;movement=lane_changed
4.14739058399573,eog_right,0,1,,0,0,8,centered_signal=-3604.400;movement=lane_changed
4.510515374990064,gate_spawn,1,1,0,0,0,8,
4.618247459002305,eog_left,1,0,,0,0,8,centered_signal=5355.695;movement=lane_changed
5.461168041991186,eog_right,0,1,,0,0,8,centered_signal=-3044.769;movement=lane_changed
6.917911874988931,gate_spawn,1,1,0,0,0,8,
7.485311374999583,gate_missed,1,1,0,0,0,7,
7.691802458997699,eog_left,1,0,,0,0,7,centered_signal=2945.996;movement=lane_changed
8.108254209000734,eog_right,0,1,,0,0,7,centered_signal=-2947.909;movement=lane_changed
8.534378291995381,eog_left,1,0,,0,0,7,centered_signal=2918.302;movement=lane_changed
9.3008776249917,gate_spawn,0,0,0,0,0,7,
9.357391708996147,eog_right,0,1,,0,0,7,centered_signal=-3245.893;movement=lane_changed
9.877493624997442,gate_missed,1,1,0,0,0,6,
9.879821583992452,eog_left,1,0,,0,0,6,centered_signal=3779.429;movement=lane_changed
10.918698624998797,eog_right,0,1,,0,0,6,centered_signal=-3489.700;movement=lane_changed
11.442005749995587,eog_left,1,0,,0,0,6,centered_signal=4131.574;movement=lane_changed
11.70510158399702,gate_spawn,0,0,1,0,0,6,
12.243450541995117,gate_passed,0,0,0,100,1,6,multiplier=1.0;points=100
12.79751687499811,eog_left,0,0,,100,1,6,centered_signal=2903.899;movement=blocked_at_edge
13.523139625001932,eog_left,0,0,,100,1,6,centered_signal=3523.322;movement=blocked_at_edge
14.119530166994082,gate_spawn,0,0,1,100,1,6,
14.3553538749984,eog_left,0,0,,100,1,6,centered_signal=3987.595;movement=blocked_at_edge
14.625455458997749,gate_missed,0,0,1,0,0,5,
15.25340149999829,eog_left,0,0,,0,0,5,centered_signal=2977.294;movement=blocked_at_edge
15.711332874998334,eog_right,0,1,,0,0,5,centered_signal=-3096.148;movement=lane_changed
16.500157083995873,gate_spawn,1,1,1,0,0,5,
17.021874958998524,gate_passed,1,1,1,100,1,5,multiplier=1.0;points=100
18.905129624996334,gate_spawn,1,1,1,100,1,5,
19.26408475000062,eog_left,1,0,,100,1,5,centered_signal=2914.599;movement=lane_changed
19.39219366699399,gate_missed,0,0,1,0,0,4,
20.254975791991455,eog_right,0,1,,0,0,4,centered_signal=-2993.330;movement=lane_changed
20.618319125002017,eog_left,1,0,,0,0,4,centered_signal=3027.402;movement=lane_changed
21.179040584000177,eog_right,0,1,,0,0,4,centered_signal=-3250.504;movement=lane_changed
21.310328124993248,gate_spawn,1,1,0,0,0,4,
21.702771333992132,eog_left,1,0,,0,0,4,centered_signal=4549.743;movement=lane_changed
21.78167266699893,gate_missed,0,0,1,0,0,3,
22.857172958989395,eog_right,0,1,,0,0,3,centered_signal=-3021.451;movement=lane_changed
23.47413954199874,eog_left,1,0,,0,0,3,centered_signal=3210.494;movement=lane_changed
23.707139833990368,gate_spawn,0,0,1,0,0,3,
24.171565958997235,gate_passed,0,0,0,100,1,3,multiplier=1.0;points=100
24.943928666994907,eog_right,0,1,,100,1,3,centered_signal=-3079.998;movement=lane_changed
26.106345583990333,gate_spawn,1,1,1,100,1,3,
26.54856229199504,gate_passed,1,1,1,200,2,3,multiplier=1.0;points=100
27.639069041993935,eog_left,1,0,,200,2,3,centered_signal=2900.480;movement=lane_changed
28.31675641699985,eog_right,0,1,,200,2,3,centered_signal=-3419.129;movement=lane_changed
28.514190999994753,gate_spawn,1,1,0,200,2,3,
28.796893374994397,eog_left,1,0,,200,2,3,centered_signal=3945.811;movement=lane_changed
28.92365008399065,gate_missed,0,0,1,100,0,2,
30.2048183339939,eog_right,0,1,,100,0,2,centered_signal=-3038.618;movement=lane_changed
30.91344962498988,gate_spawn,1,1,0,100,0,2,
30.932556499989005,eog_left,1,0,,100,0,2,centered_signal=3483.583;movement=lane_changed
31.31434608399286,gate_passed,0,0,0,200,1,2,multiplier=1.0;points=100
33.30287074999069,gate_spawn,0,0,1,200,1,2,
33.702047917002346,gate_passed,0,0,0,300,2,2,multiplier=1.0;points=100
33.847680833991035,eog_left,0,0,,300,2,2,centered_signal=3922.817;movement=blocked_at_edge
34.52486737500294,eog_right,0,1,,300,2,2,centered_signal=-3300.088;movement=lane_changed
34.94252083399624,eog_left,1,0,,300,2,2,centered_signal=3110.937;movement=lane_changed
35.451443666999694,eog_right,0,1,,300,2,2,centered_signal=-3369.802;movement=lane_changed
35.70024691699655,gate_spawn,1,1,1,300,2,2,
35.879791749990545,eog_left,1,0,,300,2,2,centered_signal=4203.317;movement=lane_changed
36.069314084001235,gate_missed,0,0,1,200,0,1,
36.71678599998995,eog_right,0,1,,200,0,1,centered_signal=-3940.462;movement=lane_changed
37.12029945899849,eog_left,1,0,,200,0,1,centered_signal=3519.994;movement=lane_changed
37.702216749996296,eog_right,0,1,,200,0,1,centered_signal=-3759.040;movement=lane_changed
38.10676137499104,eog_left,1,0,,200,0,1,centered_signal=3772.630;movement=lane_changed
38.11065241700271,gate_spawn,0,0,0,200,0,1,
38.452267000000575,gate_missed,0,0,1,100,0,0,
