time,sample,raw,baseline,highpass,filtered,centered,detected_event,detector_state,current_lane,score,streak,lives,filter_type,baseline_alpha,smoothing_alpha,moving_average_window,threshold_multiplier,refractory_ms
0.005913000000873581,1,31873,32994.06225108731,-1121.0622510873072,272.7086661975377,350.7463693208921,,ready,1,0,0,8,EMA Smooth,0.995,0.75,8,0.5,400
0.01788666599895805,2,31436,32986.27193983187,-1550.2719398318732,-183.03648530981502,-104.99878218646064,,ready,1,0,0,8,EMA Smooth,0.995,0.75,8,0.5,400
0.05696408300718758,3,31417,32978.425580132716,-1561.4255801327163,-527.6337590155404,-449.596055892186,,ready,1,0,0,8,EMA Smooth,0.995,0.75,8,0.5,400
0.06776095800159965,4,31436,32970.713452232056,-1534.7134522320557,-779.4036823196692,-701.3659791963148,,ready,1,0,0,8,EMA Smooth,0.995,0.75,8,0.5,400
0.10822595799982082,5,30702,32959.369884970896,-2257.3698849708962,-1148.895232982476,-1070.8575298591218,,ready,1,0,0,8,EMA Smooth,0.995,0.75,8,0.5,400
0.11978808300045785,6,31178,32950.46303554604,-1772.4630355460395,-1304.787183623367,-1226.7494805000126,,ready,1,0,0,8,EMA Smooth,0.995,0.75,8,0.5,400
0.16032166600052733,7,32052,32945.970720368314,-893.9707203683138,-1202.0830678096036,-1124.0453646862493,,ready,1,0,0,8,EMA Smooth,0.995,0.75,8,0.5,400
0.1719697910011746,8,31575,32939.11586676647,-1364.1158667664713,-1242.5912675488205,-1164.5535644254662,,ready,1,0,0,8,EMA Smooth,0.995,0.75,8,0.5,400
0.21215937500528526,9,33402,32941.43028743264,460.5697125673614,-816.801022519775,-738.7633193964206,,ready,1,0,0,8,EMA Smooth,0.995,0.75,8,0.5,400
0.2229081249970477,10,33184,32942.64313599547,241.35686400452687,-552.2615508886995,-474.2238477653451,,ready,1,0,0,8,EMA Smooth,0.995,0.75,8,0.5,400
0.26549800000793766,11,34336,32949.609920315495,1386.3900796845046,-67.59864324539848,10.439059877955899,,ready,1,0,0,8,EMA Smooth,0.995,0.75,8,0.5,400
0.27617645800637547,12,34157,32955.64687071392,1201.353129286079,249.63929988747088,327.6770030108253,,ready,1,0,0,8,EMA Smooth,0.995,0.75,8,0.5,400
0.3185639580042334,13,32688,32954.30863636035,-266.30863636035065,120.6523158255155,198.69001894886986,,ready,1,0,0,8,EMA Smooth,0.995,0.75,8,0.5,400
0.32932124999933876,14,33859,32958.83209317855,900.1679068214507,315.5312135744993,393.5689166978537,,ready,1,0,0,8,EMA Smooth,0.995,0.75,8,0.5,400
0.3722305410046829,15,33581,32961.942932712656,619.0570672873437,391.4126770027104,469.4503801260648,,ready,1,0,0,8,EMA Smooth,0.995,0.75,8,0.5,400
0.3831140830006916,16,33402,32964.143218049096,437.8567819509044,403.0237032397589,481.0614063631133,,ready,1,0,0,8,EMA Smooth,0.995,0.75,8,0.5,400
0.42266475000360515,17,32727,32962.95750195885,-235.95750195885194,243.27840194010616,321.31610506346055,,ready,1,0,0,8,EMA Smooth,0.995,0.75,8,0.5,400
0.43346541600476485,18,32529,32960.787714449056,-431.7877144490558,74.51187284281568,152.54957596617004,,ready,1,0,0,8,EMA Smooth,0.995,0.75,8,0.5,400
0.4758842500013998,19,33859,32965.27877587681,893.72122412319,279.31421066290926,357.35191378626365,,ready,1,0,0,8,EMA Smooth,0.995,0.75,8,0.5,400
0.48615662500378676,20,33859,32969.747381997426,889.2526180025743,431.7988124978255,509.8365156211799,,ready,1,0,0,8,EMA Smooth,0.995,0.75,8,0.5,400
0.5268777080054861,21,33442,32972.108645087435,469.89135491256457,441.32194810151026,519.3596512248646,,ready,1,0,0,8,EMA Smooth,0.995,0.75,8,0.5,400
0.5390219160035485,22,33204,32973.26810186199,230.73189813800855,388.6744356106348,466.7121387339892,,ready,1,0,0,8,EMA Smooth,0.995,0.75,8,0.5,400
