time,event_type,lane_before,lane_after,obstacle_lane,score,streak,lives,details
4.505349333994673,gate_spawn,1,1,0,0,0,8,
6.900910874988767,gate_spawn,1,1,0,0,0,8,
7.499565583988442,gate_missed,1,1,0,0,0,7,
8.224861458991654,eog_left,1,0,,0,0,7,centered_signal=2778.298;movement=lane_changed
9.300294333996135,gate_spawn,0,0,0,0,0,7,
9.862834916988504,gate_passed,0,0,0,100,1,7,multiplier=1.0;points=100
11.708697708992986,gate_spawn,0,0,1,100,1,7,
12.244323958992027,gate_passed,0,0,0,200,2,7,multiplier=1.0;points=100
12.595872291989508,eog_right,0,1,,200,2,7,centered_signal=-2661.475;movement=lane_changed
13.494775666986243,eog_left,1,0,,200,2,7,centered_signal=2760.855;movement=lane_changed
14.107128042000113,gate_spawn,0,0,1,200,2,7,
14.11948099998699,eog_right,0,1,,200,2,7,centered_signal=-2756.015;movement=lane_changed
14.645387208991451,gate_passed,1,1,1,350,3,7,multiplier=1.5;points=150
14.953120666992618,eog_left,1,0,,350,3,7,centered_signal=2641.579;movement=lane_changed
15.87845199998992,eog_right,0,1,,350,3,7,centered_signal=-3026.819;movement=lane_changed
16.517529291988467,gate_spawn,1,1,1,350,3,7,
16.767148041995824,eog_left,1,0,,350,3,7,centered_signal=2732.237;movement=lane_changed
17.02389412499906,gate_missed,0,0,1,250,0,6,
18.128154249992804,eog_right,0,1,,250,0,6,centered_signal=-2619.721;movement=lane_changed
18.909601166989887,gate_spawn,1,1,1,250,0,6,
18.911812458987697,eog_left,1,0,,250,0,6,centered_signal=2845.347;movement=lane_changed
19.3970588749944,gate_missed,0,0,1,150,0,5,
20.513927749998402,eog_right,0,1,,150,0,5,centered_signal=-2526.519;movement=lane_changed
21.034121374992537,eog_left,1,0,,150,0,5,centered_signal=3301.822;movement=lane_changed
21.31146012499812,gate_spawn,0,0,1,150,0,5,
21.77295920898905,gate_missed,0,0,1,50,0,4,
23.720247416989878,gate_spawn,0,0,1,50,0,4,
24.155486708987155,gate_missed,0,0,1,0,0,3,
26.103788249994977,gate_spawn,0,0,0,0,0,3,
26.559286791991326,gate_missed,0,0,1,0,0,2,
28.516674124999554,gate_spawn,0,0,1,0,0,2,
28.921270374994492,gate_passed,0,0,0,100,1,2,multiplier=1.0;points=100
29.366865958989365,eog_right,0,1,,100,1,2,centered_signal=-3028.987;movement=lane_changed
30.15098599999328,eog_left,1,0,,100,1,2,centered_signal=3434.871;movement=lane_changed
30.722601583998767,eog_right,0,1,,100,1,2,centered_signal=-2578.637;movement=lane_changed
30.917549916994176,gate_spawn,1,1,0,100,1,2,
31.31065091698838,gate_passed,1,1,1,200,2,2,multiplier=1.0;points=100
33.31768770898634,gate_spawn,1,1,2,200,2,2,
33.69375508399389,gate_missed,1,1,0,100,0,1,
33.85013437499583,eog_right,1,2,,100,0,1,centered_signal=-2492.013;movement=lane_changed
35.71193874999881,gate_spawn,2,2,2,100,0,1,
36.079168499985826,gate_passed,2,2,2,200,1,1,multiplier=1.0;points=100
36.460623916995246,eog_left,2,1,,200,1,1,centered_signal=2925.446;movement=lane_changed
37.23444149999705,eog_right,1,2,,200,1,1,centered_signal=-2641.554;movement=lane_changed
37.75429749999603,eog_left,2,1,,200,1,1,centered_signal=2679.637;movement=lane_changed
38.11066999999457,gate_spawn,1,1,1,200,1,1,
38.46266162498796,gate_missed,1,1,2,100,0,0,
